date,CRO_adj_close,CRO_cashflow,CRO_cml_units,CRO_cml_cost,CRO_gain_loss,CRO_avg_price,CRO_mktvalue,ADA_adj_close,ADA_cashflow,ADA_cml_units,ADA_cml_cost,ADA_gain_loss,ADA_avg_price,ADA_mktvalue,BTC_adj_close,BTC_cashflow,BTC_cml_units,BTC_cml_cost,BTC_gain_loss,BTC_avg_price,BTC_mktvalue,ONE_adj_close,ONE_cashflow,ONE_cml_units,ONE_cml_cost,ONE_gain_loss,ONE_avg_price,ONE_mktvalue,VET_adj_close,VET_cashflow,VET_cml_units,VET_cml_cost,VET_gain_loss,VET_avg_price,VET_mktvalue,USDC_adj_close,USDC_cashflow,USDC_cml_units,USDC_cml_cost,USDC_gain_loss,USDC_avg_price,USDC_mktvalue,DOGE_adj_close,DOGE_cashflow,DOGE_cml_units,DOGE_cml_cost,DOGE_gain_loss,DOGE_avg_price,DOGE_mktvalue,AUDIO_adj_close,AUDIO_cashflow,AUDIO_cml_units,AUDIO_cml_cost,AUDIO_gain_loss,AUDIO_avg_price,AUDIO_mktvalue
2021-09-10 00:00:00,0.19815689,-38306.0,0.0,0.0,0.0,,0.0,0.19815689,-32553.94,0.0,0.0,0.0,,0.0,0.19815689,-0.27,0.0023,0.27,0.0,117.391,0.0,0.19815689,-34828.05,2300.0,73795.0,0.0,32.085,455.761,0.19815689,-50082.64,16869.2,842315.87,0.0,49.932,3342.748,0.19815689,1969.91,-44.383706,-1969.91,0.0,44.384,-8.795,0.19815689,-22143.95,0.0,0.0,0.0,,0.0,0.19815689,-5470.0199999999995,13.63,469.72,0.0,34.462,2.701
2021-09-11 00:00:00,0.20094989,-38306.0,0.0,0.0,0.0,,0.0,0.20094989,-32553.94,0.0,0.0,0.0,,0.0,0.20094989,-0.27,0.0023,0.27,0.0,117.391,0.0,0.20094989,-34828.05,2300.0,73795.0,0.0,32.085,462.185,0.20094989,-50082.64,16869.2,842315.87,0.0,49.932,3389.864,0.20094989,1969.91,-44.383706,-1969.91,0.0,44.384,-8.919,0.20094989,-22143.95,0.0,0.0,0.0,,0.0,0.20094989,-5470.0199999999995,13.63,469.72,0.0,34.462,2.739
2021-09-12 00:00:00,0.19685808,-38306.0,0.0,0.0,0.0,,0.0,0.19685808,-32553.94,0.0,0.0,0.0,,0.0,0.19685808,-0.27,0.0023,0.27,0.0,117.391,0.0,0.19685808,-34828.05,2300.0,73795.0,0.0,32.085,452.774,0.19685808,-50082.64,16869.2,842315.87,0.0,49.932,3320.838,0.19685808,1969.91,-44.383706,-1969.91,0.0,44.384,-8.737,0.19685808,-22143.95,0.0,0.0,0.0,,0.0,0.19685808,-5470.0199999999995,13.63,469.72,0.0,34.462,2.683
2021-09-13 00:00:00,0.27178038677191,-38306.0,0.0,0.0,0.0,,0.0,0.27178038677191,-32553.94,0.0,0.0,0.0,,0.0,0.27178038677191,-0.27,0.0023,0.27,0.0,117.391,0.001,0.27178038677191,-34828.05,2300.0,73795.0,0.0,32.085,625.095,0.27178038677191,-50082.64,16869.2,842315.87,0.0,49.932,4584.718,0.27178038677191,1969.91,-44.383706,-1969.91,0.0,44.384,-12.063,0.27178038677191,-22143.95,0.0,0.0,0.0,,0.0,0.27178038677191,-5470.0199999999995,13.63,469.72,0.0,34.462,3.704
2021-09-14 00:00:00,0.37610348226308,-38306.0,0.0,0.0,0.0,,0.0,0.37610348226308,-32553.94,0.0,0.0,0.0,,0.0,0.37610348226308,-0.27,0.0023,0.27,0.0,117.391,0.001,0.37610348226308,-34828.05,2300.0,73795.0,0.0,32.085,865.038,0.37610348226308,-50082.64,16869.2,842315.87,0.0,49.932,6344.565,0.37610348226308,1969.91,-44.383706,-1969.91,0.0,44.384,-16.693,0.37610348226308,-22143.95,0.0,0.0,0.0,,0.0,0.37610348226308,-5470.0199999999995,13.63,469.72,0.0,34.462,5.126
2021-09-15 00:00:00,0.46408662702667,-38306.0,0.0,0.0,0.0,,0.0,0.46408662702667,-32553.94,0.0,0.0,0.0,,0.0,0.46408662702667,-0.27,0.0023,0.27,0.0,117.391,0.001,0.46408662702667,-34828.05,2300.0,73795.0,0.0,32.085,1067.399,0.46408662702667,-50082.64,16869.2,842315.87,0.0,49.932,7828.77,0.46408662702667,1969.91,-44.383706,-1969.91,0.0,44.384,-20.598,0.46408662702667,-22143.95,0.0,0.0,0.0,,0.0,0.46408662702667,-5470.0199999999995,13.63,469.72,0.0,34.462,6.326
2021-09-16 00:00:00,0.42617515270455,-38306.0,0.0,0.0,0.0,,0.0,0.42617515270455,-32553.94,0.0,0.0,0.0,,0.0,0.42617515270455,-0.27,0.0023,0.27,0.0,117.391,0.001,0.42617515270455,-34828.05,2300.0,73795.0,0.0,32.085,980.203,0.42617515270455,-50082.64,16869.2,842315.87,0.0,49.932,7189.234,0.42617515270455,1969.91,-44.383706,-1969.91,0.0,44.384,-18.915,0.42617515270455,-22143.95,0.0,0.0,0.0,,0.0,0.42617515270455,-5470.0199999999995,13.63,469.72,0.0,34.462,5.809
2021-09-17 00:00:00,0.36580994885836,-38306.0,0.0,0.0,0.0,,0.0,0.36580994885836,-32553.94,0.0,0.0,0.0,,0.0,0.36580994885836,-0.27,0.0023,0.27,0.0,117.391,0.001,0.36580994885836,-34828.05,2300.0,73795.0,0.0,32.085,841.363,0.36580994885836,-50082.64,16869.2,842315.87,0.0,49.932,6170.921,0.36580994885836,1969.91,-44.383706,-1969.91,0.0,44.384,-16.236,0.36580994885836,-22143.95,0.0,0.0,0.0,,0.0,0.36580994885836,-5470.0199999999995,13.63,469.72,0.0,34.462,4.986
2021-09-17 20:34:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73140.64,16464.7,822090.87,0.0,49.931,,,,,,,,,,,,,,,,,,,,,,
2021-09-18 00:00:00,0.35958486405359,-38306.0,0.0,0.0,0.0,,0.0,0.35958486405359,-32553.94,0.0,0.0,0.0,,0.0,0.35958486405359,-0.27,0.0023,0.27,0.0,117.391,0.001,0.35958486405359,-34828.05,2300.0,73795.0,0.0,32.085,827.045,0.35958486405359,-73140.64,16464.7,822090.87,0.0,49.931,5920.457,0.35958486405359,1969.91,-44.383706,-1969.91,0.0,44.384,-15.96,0.35958486405359,-22143.95,0.0,0.0,0.0,,0.0,0.35958486405359,-5470.0199999999995,13.63,469.72,0.0,34.462,4.901
2021-09-19 00:00:00,0.34907330566506,-38306.0,0.0,0.0,0.0,,0.0,0.34907330566506,-32553.94,0.0,0.0,0.0,,0.0,0.34907330566506,-0.27,0.0023,0.27,0.0,117.391,0.001,0.34907330566506,-34828.05,2300.0,73795.0,0.0,32.085,802.869,0.34907330566506,-73140.64,16464.7,822090.87,0.0,49.931,5747.387,0.34907330566506,1969.91,-44.383706,-1969.91,0.0,44.384,-15.493,0.34907330566506,-22143.95,0.0,0.0,0.0,,0.0,0.34907330566506,-5470.0199999999995,13.63,469.72,0.0,34.462,4.758
2021-09-20 00:00:00,0.28109712850213,-38306.0,0.0,0.0,0.0,,0.0,0.28109712850213,-32553.94,0.0,0.0,0.0,,0.0,0.28109712850213,-0.27,0.0023,0.27,0.0,117.391,0.001,0.28109712850213,-34828.05,2300.0,73795.0,0.0,32.085,646.523,0.28109712850213,-73140.64,16464.7,822090.87,0.0,49.931,4628.18,0.28109712850213,1969.91,-44.383706,-1969.91,0.0,44.384,-12.476,0.28109712850213,-22143.95,0.0,0.0,0.0,,0.0,0.28109712850213,-5470.0199999999995,13.63,469.72,0.0,34.462,3.831
2021-09-21 00:00:00,0.25444675402468,-38306.0,0.0,0.0,0.0,,0.0,0.25444675402468,-32553.94,0.0,0.0,0.0,,0.0,0.25444675402468,-0.27,0.0023,0.27,0.0,117.391,0.001,0.25444675402468,-34828.05,2300.0,73795.0,0.0,32.085,585.228,0.25444675402468,-73140.64,16464.7,822090.87,0.0,49.931,4189.389,0.25444675402468,1969.91,-44.383706,-1969.91,0.0,44.384,-11.293,0.25444675402468,-22143.95,0.0,0.0,0.0,,0.0,0.25444675402468,-5470.0199999999995,13.63,469.72,0.0,34.462,3.468
2021-09-22 00:00:00,0.2653194958266,-38306.0,0.0,0.0,0.0,,0.0,0.2653194958266,-32553.94,0.0,0.0,0.0,,0.0,0.2653194958266,-0.27,0.0023,0.27,0.0,117.391,0.001,0.2653194958266,-34828.05,2300.0,73795.0,0.0,32.085,610.235,0.2653194958266,-73140.64,16464.7,822090.87,0.0,49.931,4368.406,0.2653194958266,1969.91,-44.383706,-1969.91,0.0,44.384,-11.776,0.2653194958266,-22143.95,0.0,0.0,0.0,,0.0,0.2653194958266,-5470.0199999999995,13.63,469.72,0.0,34.462,3.616
2021-09-23 00:00:00,0.28166056932505,-38306.0,0.0,0.0,0.0,,0.0,0.28166056932505,-32553.94,0.0,0.0,0.0,,0.0,0.28166056932505,-0.27,0.0023,0.27,0.0,117.391,0.001,0.28166056932505,-34828.05,2300.0,73795.0,0.0,32.085,647.819,0.28166056932505,-73140.64,16464.7,822090.87,0.0,49.931,4637.457,0.28166056932505,1969.91,-44.383706,-1969.91,0.0,44.384,-12.501,0.28166056932505,-22143.95,0.0,0.0,0.0,,0.0,0.28166056932505,-5470.0199999999995,13.63,469.72,0.0,34.462,3.839
2021-09-24 00:00:00,0.26633334178008,-38306.0,0.0,0.0,0.0,,0.0,0.26633334178008,-32553.94,0.0,0.0,0.0,,0.0,0.26633334178008,-0.27,0.0023,0.27,0.0,117.391,0.001,0.26633334178008,-34828.05,2300.0,73795.0,0.0,32.085,612.567,0.26633334178008,-73140.64,16464.7,822090.87,0.0,49.931,4385.099,0.26633334178008,1969.91,-44.383706,-1969.91,0.0,44.384,-11.821,0.26633334178008,-22143.95,0.0,0.0,0.0,,0.0,0.26633334178008,-5470.0199999999995,13.63,469.72,0.0,34.462,3.63
2021-09-25 00:00:00,0.27418370683015,-38306.0,0.0,0.0,0.0,,0.0,0.27418370683015,-32553.94,0.0,0.0,0.0,,0.0,0.27418370683015,-0.27,0.0023,0.27,0.0,117.391,0.001,0.27418370683015,-34828.05,2300.0,73795.0,0.0,32.085,630.623,0.27418370683015,-73140.64,16464.7,822090.87,0.0,49.931,4514.352,0.27418370683015,1969.91,-44.383706,-1969.91,0.0,44.384,-12.169,0.27418370683015,-22143.95,0.0,0.0,0.0,,0.0,0.27418370683015,-5470.0199999999995,13.63,469.72,0.0,34.462,3.737
2021-09-26 00:00:00,0.28248409613824,-38306.0,0.0,0.0,0.0,,0.0,0.28248409613824,-32553.94,0.0,0.0,0.0,,0.0,0.28248409613824,-0.27,0.0023,0.27,0.0,117.391,0.001,0.28248409613824,-34828.05,2300.0,73795.0,0.0,32.085,649.713,0.28248409613824,-73140.64,16464.7,822090.87,0.0,49.931,4651.016,0.28248409613824,1969.91,-44.383706,-1969.91,0.0,44.384,-12.538,0.28248409613824,-22143.95,0.0,0.0,0.0,,0.0,0.28248409613824,-5470.0199999999995,13.63,469.72,0.0,34.462,3.85
2021-09-27 00:00:00,0.26652955984117,-38306.0,0.0,0.0,0.0,,0.0,0.26652955984117,-32553.94,0.0,0.0,0.0,,0.0,0.26652955984117,-0.27,0.0023,0.27,0.0,117.391,0.001,0.26652955984117,-34828.05,2300.0,73795.0,0.0,32.085,613.018,0.26652955984117,-73140.64,16464.7,822090.87,0.0,49.931,4388.329,0.26652955984117,1969.91,-44.383706,-1969.91,0.0,44.384,-11.83,0.26652955984117,-22143.95,0.0,0.0,0.0,,0.0,0.26652955984117,-5470.0199999999995,13.63,469.72,0.0,34.462,3.633
2021-09-28 00:00:00,0.2298957346222,-38306.0,0.0,0.0,0.0,,0.0,0.2298957346222,-32553.94,0.0,0.0,0.0,,0.0,0.2298957346222,-0.27,0.0023,0.27,0.0,117.391,0.001,0.2298957346222,-34828.05,2300.0,73795.0,0.0,32.085,528.76,0.2298957346222,-73140.64,16464.7,822090.87,0.0,49.931,3785.164,0.2298957346222,1969.91,-44.383706,-1969.91,0.0,44.384,-10.204,0.2298957346222,-22143.95,0.0,0.0,0.0,,0.0,0.2298957346222,-5470.0199999999995,13.63,469.72,0.0,34.462,3.133
2021-09-29 00:00:00,0.23449297298343,-38306.0,0.0,0.0,0.0,,0.0,0.23449297298343,-32553.94,0.0,0.0,0.0,,0.0,0.23449297298343,-0.27,0.0023,0.27,0.0,117.391,0.001,0.23449297298343,-34828.05,2300.0,73795.0,0.0,32.085,539.334,0.23449297298343,-73140.64,16464.7,822090.87,0.0,49.931,3860.856,0.23449297298343,1969.91,-44.383706,-1969.91,0.0,44.384,-10.408,0.23449297298343,-22143.95,0.0,0.0,0.0,,0.0,0.23449297298343,-5470.0199999999995,13.63,469.72,0.0,34.462,3.196
2021-09-30 00:00:00,0.25360807530221,-38306.0,0.0,0.0,0.0,,0.0,0.25360807530221,-32553.94,0.0,0.0,0.0,,0.0,0.25360807530221,-0.27,0.0023,0.27,0.0,117.391,0.001,0.25360807530221,-34828.05,2300.0,73795.0,0.0,32.085,583.299,0.25360807530221,-73140.64,16464.7,822090.87,0.0,49.931,4175.581,0.25360807530221,1969.91,-44.383706,-1969.91,0.0,44.384,-11.256,0.25360807530221,-22143.95,0.0,0.0,0.0,,0.0,0.25360807530221,-5470.0199999999995,13.63,469.72,0.0,34.462,3.457
2021-10-01 00:00:00,0.27860597077577,-38306.0,0.0,0.0,0.0,,0.0,0.27860597077577,-32553.94,0.0,0.0,0.0,,0.0,0.27860597077577,-0.27,0.0023,0.27,0.0,117.391,0.001,0.27860597077577,-34828.05,2300.0,73795.0,0.0,32.085,640.794,0.27860597077577,-73140.64,16464.7,822090.87,0.0,49.931,4587.164,0.27860597077577,1969.91,-44.383706,-1969.91,0.0,44.384,-12.366,0.27860597077577,-22143.95,0.0,0.0,0.0,,0.0,0.27860597077577,-5470.0199999999995,13.63,469.72,0.0,34.462,3.797
2021-10-02 00:00:00,0.28556154729398,-38306.0,0.0,0.0,0.0,,0.0,0.28556154729398,-32553.94,0.0,0.0,0.0,,0.0,0.28556154729398,-0.27,0.0023,0.27,0.0,117.391,0.001,0.28556154729398,-34828.05,2300.0,73795.0,0.0,32.085,656.792,0.28556154729398,-73140.64,16464.7,822090.87,0.0,49.931,4701.685,0.28556154729398,1969.91,-44.383706,-1969.91,0.0,44.384,-12.674,0.28556154729398,-22143.95,0.0,0.0,0.0,,0.0,0.28556154729398,-5470.0199999999995,13.63,469.72,0.0,34.462,3.892
2021-10-03 00:00:00,0.28914439666916,-38306.0,0.0,0.0,0.0,,0.0,0.28914439666916,-32553.94,0.0,0.0,0.0,,0.0,0.28914439666916,-0.27,0.0023,0.27,0.0,117.391,0.001,0.28914439666916,-34828.05,2300.0,73795.0,0.0,32.085,665.032,0.28914439666916,-73140.64,16464.7,822090.87,0.0,49.931,4760.676,0.28914439666916,1969.91,-44.383706,-1969.91,0.0,44.384,-12.833,0.28914439666916,-22143.95,0.0,0.0,0.0,,0.0,0.28914439666916,-5470.0199999999995,13.63,469.72,0.0,34.462,3.941
2021-10-04 00:00:00,0.27640694817376,-38306.0,0.0,0.0,0.0,,0.0,0.27640694817376,-32553.94,0.0,0.0,0.0,,0.0,0.27640694817376,-0.27,0.0023,0.27,0.0,117.391,0.001,0.27640694817376,-34828.05,2300.0,73795.0,0.0,32.085,635.736,0.27640694817376,-73140.64,16464.7,822090.87,0.0,49.931,4550.957,0.27640694817376,1969.91,-44.383706,-1969.91,0.0,44.384,-12.268,0.27640694817376,-22143.95,0.0,0.0,0.0,,0.0,0.27640694817376,-5470.0199999999995,13.63,469.72,0.0,34.462,3.767
2021-10-05 00:00:00,0.28272406473641,-38306.0,0.0,0.0,0.0,,0.0,0.28272406473641,-32553.94,0.0,0.0,0.0,,0.0,0.28272406473641,-0.27,0.0023,0.27,0.0,117.391,0.001,0.28272406473641,-34828.05,2300.0,73795.0,0.0,32.085,650.265,0.28272406473641,-73140.64,16464.7,822090.87,0.0,49.931,4654.967,0.28272406473641,1969.91,-44.383706,-1969.91,0.0,44.384,-12.548,0.28272406473641,-22143.95,0.0,0.0,0.0,,0.0,0.28272406473641,-5470.0199999999995,13.63,469.72,0.0,34.462,3.854
2021-10-06 00:00:00,0.28744322969668,-38306.0,0.0,0.0,0.0,,0.0,0.28744322969668,-32553.94,0.0,0.0,0.0,,0.0,0.28744322969668,-0.27,0.0023,0.27,0.0,117.391,0.001,0.28744322969668,-34828.05,2300.0,73795.0,0.0,32.085,661.119,0.28744322969668,-73140.64,16464.7,822090.87,0.0,49.931,4732.667,0.28744322969668,1969.91,-44.383706,-1969.91,0.0,44.384,-12.758,0.28744322969668,-22143.95,0.0,0.0,0.0,,0.0,0.28744322969668,-5470.0199999999995,13.63,469.72,0.0,34.462,3.918
2021-10-07 00:00:00,0.28888408833668,-38306.0,0.0,0.0,0.0,,0.0,0.28888408833668,-32553.94,0.0,0.0,0.0,,0.0,0.28888408833668,-0.27,0.0023,0.27,0.0,117.391,0.001,0.28888408833668,-34828.05,2300.0,73795.0,0.0,32.085,664.433,0.28888408833668,-73140.64,16464.7,822090.87,0.0,49.931,4756.39,0.28888408833668,1969.91,-44.383706,-1969.91,0.0,44.384,-12.822,0.28888408833668,-22143.95,0.0,0.0,0.0,,0.0,0.28888408833668,-5470.0199999999995,13.63,469.72,0.0,34.462,3.937
2021-10-08 00:00:00,0.28605544217839,-38306.0,0.0,0.0,0.0,,0.0,0.28605544217839,-32553.94,0.0,0.0,0.0,,0.0,0.28605544217839,-0.27,0.0023,0.27,0.0,117.391,0.001,0.28605544217839,-34828.05,2300.0,73795.0,0.0,32.085,657.928,0.28605544217839,-73140.64,16464.7,822090.87,0.0,49.931,4709.817,0.28605544217839,1969.91,-44.383706,-1969.91,0.0,44.384,-12.696,0.28605544217839,-22143.95,0.0,0.0,0.0,,0.0,0.28605544217839,-5470.0199999999995,13.63,469.72,0.0,34.462,3.899
2021-10-09 00:00:00,0.27738489147945,-38306.0,0.0,0.0,0.0,,0.0,0.27738489147945,-32553.94,0.0,0.0,0.0,,0.0,0.27738489147945,-0.27,0.0023,0.27,0.0,117.391,0.001,0.27738489147945,-34828.05,2300.0,73795.0,0.0,32.085,637.985,0.27738489147945,-73140.64,16464.7,822090.87,0.0,49.931,4567.059,0.27738489147945,1969.91,-44.383706,-1969.91,0.0,44.384,-12.311,0.27738489147945,-22143.95,0.0,0.0,0.0,,0.0,0.27738489147945,-5470.0199999999995,13.63,469.72,0.0,34.462,3.781
2021-10-10 00:00:00,0.26576709061357,-38306.0,0.0,0.0,0.0,,0.0,0.26576709061357,-32553.94,0.0,0.0,0.0,,0.0,0.26576709061357,-0.27,0.0023,0.27,0.0,117.391,0.001,0.26576709061357,-34828.05,2300.0,73795.0,0.0,32.085,611.264,0.26576709061357,-73140.64,16464.7,822090.87,0.0,49.931,4375.775,0.26576709061357,1969.91,-44.383706,-1969.91,0.0,44.384,-11.796,0.26576709061357,-22143.95,0.0,0.0,0.0,,0.0,0.26576709061357,-5470.0199999999995,13.63,469.72,0.0,34.462,3.622
2021-10-11 00:00:00,0.27375265090178,-38306.0,0.0,0.0,0.0,,0.0,0.27375265090178,-32553.94,0.0,0.0,0.0,,0.0,0.27375265090178,-0.27,0.0023,0.27,0.0,117.391,0.001,0.27375265090178,-34828.05,2300.0,73795.0,0.0,32.085,629.631,0.27375265090178,-73140.64,16464.7,822090.87,0.0,49.931,4507.255,0.27375265090178,1969.91,-44.383706,-1969.91,0.0,44.384,-12.15,0.27375265090178,-22143.95,0.0,0.0,0.0,,0.0,0.27375265090178,-5470.0199999999995,13.63,469.72,0.0,34.462,3.731
2021-10-12 00:00:00,0.24349790219498,-38306.0,0.0,0.0,0.0,,0.0,0.24349790219498,-32553.94,0.0,0.0,0.0,,0.0,0.24349790219498,-0.27,0.0023,0.27,0.0,117.391,0.001,0.24349790219498,-34828.05,2300.0,73795.0,0.0,32.085,560.045,0.24349790219498,-73140.64,16464.7,822090.87,0.0,49.931,4009.12,0.24349790219498,1969.91,-44.383706,-1969.91,0.0,44.384,-10.807,0.24349790219498,-22143.95,0.0,0.0,0.0,,0.0,0.24349790219498,-5470.0199999999995,13.63,469.72,0.0,34.462,3.319
2021-10-13 00:00:00,0.24342894520652,-38306.0,0.0,0.0,0.0,,0.0,0.24342894520652,-32553.94,0.0,0.0,0.0,,0.0,0.24342894520652,-0.27,0.0023,0.27,0.0,117.391,0.001,0.24342894520652,-34828.05,2300.0,73795.0,0.0,32.085,559.887,0.24342894520652,-73140.64,16464.7,822090.87,0.0,49.931,4007.985,0.24342894520652,1969.91,-44.383706,-1969.91,0.0,44.384,-10.804,0.24342894520652,-22143.95,0.0,0.0,0.0,,0.0,0.24342894520652,-5470.0199999999995,13.63,469.72,0.0,34.462,3.318
2021-10-14 00:00:00,0.27666790367651,-38306.0,0.0,0.0,0.0,,0.0,0.27666790367651,-32553.94,0.0,0.0,0.0,,0.0,0.27666790367651,-0.27,0.0023,0.27,0.0,117.391,0.001,0.27666790367651,-34828.05,2300.0,73795.0,0.0,32.085,636.336,0.27666790367651,-73140.64,16464.7,822090.87,0.0,49.931,4555.254,0.27666790367651,1969.91,-44.383706,-1969.91,0.0,44.384,-12.28,0.27666790367651,-22143.95,0.0,0.0,0.0,,0.0,0.27666790367651,-5470.0199999999995,13.63,469.72,0.0,34.462,3.771
2021-10-15 00:00:00,0.26974073695098,-38306.0,0.0,0.0,0.0,,0.0,0.26974073695098,-32553.94,0.0,0.0,0.0,,0.0,0.26974073695098,-0.27,0.0023,0.27,0.0,117.391,0.001,0.26974073695098,-34828.05,2300.0,73795.0,0.0,32.085,620.404,0.26974073695098,-73140.64,16464.7,822090.87,0.0,49.931,4441.2,0.26974073695098,1969.91,-44.383706,-1969.91,0.0,44.384,-11.972,0.26974073695098,-22143.95,0.0,0.0,0.0,,0.0,0.26974073695098,-5470.0199999999995,13.63,469.72,0.0,34.462,3.677
2021-10-15 05:14:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-131513.64,16014.7,799032.87,0.0,49.894,,,,,,,,,,,,,,,,,,,,,,
2021-10-16 00:00:00,0.31407701550947,-38306.0,0.0,0.0,0.0,,0.0,0.31407701550947,-32553.94,0.0,0.0,0.0,,0.0,0.31407701550947,-0.27,0.0023,0.27,0.0,117.391,0.001,0.31407701550947,-34828.05,2300.0,73795.0,0.0,32.085,722.377,0.31407701550947,-131513.64,16014.7,799032.87,0.0,49.894,5029.849,0.31407701550947,1969.91,-44.383706,-1969.91,0.0,44.384,-13.94,0.31407701550947,-22143.95,0.0,0.0,0.0,,0.0,0.31407701550947,-5470.0199999999995,13.63,469.72,0.0,34.462,4.281
2021-10-17 00:00:00,0.33853000221333,-38306.0,0.0,0.0,0.0,,0.0,0.33853000221333,-32553.94,0.0,0.0,0.0,,0.0,0.33853000221333,-0.27,0.0023,0.27,0.0,117.391,0.001,0.33853000221333,-34828.05,2300.0,73795.0,0.0,32.085,778.619,0.33853000221333,-131513.64,16014.7,799032.87,0.0,49.894,5421.456,0.33853000221333,1969.91,-44.383706,-1969.91,0.0,44.384,-15.025,0.33853000221333,-22143.95,0.0,0.0,0.0,,0.0,0.33853000221333,-5470.0199999999995,13.63,469.72,0.0,34.462,4.614
2021-10-18 00:00:00,0.41456182436436,-38306.0,0.0,0.0,0.0,,0.0,0.41456182436436,-32553.94,0.0,0.0,0.0,,0.0,0.41456182436436,-0.27,0.0023,0.27,0.0,117.391,0.001,0.41456182436436,-34828.05,2300.0,73795.0,0.0,32.085,953.492,0.41456182436436,-131513.64,16014.7,799032.87,0.0,49.894,6639.083,0.41456182436436,1969.91,-44.383706,-1969.91,0.0,44.384,-18.4,0.41456182436436,-22143.95,0.0,0.0,0.0,,0.0,0.41456182436436,-5470.0199999999995,13.63,469.72,0.0,34.462,5.65
2021-10-19 00:00:00,0.45002032420757,-38306.0,0.0,0.0,0.0,,0.0,0.45002032420757,-32553.94,0.0,0.0,0.0,,0.0,0.45002032420757,-0.27,0.0023,0.27,0.0,117.391,0.001,0.45002032420757,-34828.05,2300.0,73795.0,0.0,32.085,1035.047,0.45002032420757,-131513.64,16014.7,799032.87,0.0,49.894,7206.94,0.45002032420757,1969.91,-44.383706,-1969.91,0.0,44.384,-19.974,0.45002032420757,-22143.95,0.0,0.0,0.0,,0.0,0.45002032420757,-5470.0199999999995,13.63,469.72,0.0,34.462,6.134
2021-10-20 00:00:00,0.43180826126192,-38306.0,0.0,0.0,0.0,,0.0,0.43180826126192,-32553.94,0.0,0.0,0.0,,0.0,0.43180826126192,-0.27,0.0023,0.27,0.0,117.391,0.001,0.43180826126192,-34828.05,2300.0,73795.0,0.0,32.085,993.159,0.43180826126192,-131513.64,16014.7,799032.87,0.0,49.894,6915.28,0.43180826126192,1969.91,-44.383706,-1969.91,0.0,44.384,-19.165,0.43180826126192,-22143.95,0.0,0.0,0.0,,0.0,0.43180826126192,-5470.0199999999995,13.63,469.72,0.0,34.462,5.886
2021-10-21 00:00:00,0.44261606755026,-38306.0,0.0,0.0,0.0,,0.0,0.44261606755026,-32553.94,0.0,0.0,0.0,,0.0,0.44261606755026,-0.27,0.0023,0.27,0.0,117.391,0.001,0.44261606755026,-34828.05,2300.0,73795.0,0.0,32.085,1018.017,0.44261606755026,-131513.64,16014.7,799032.87,0.0,49.894,7088.364,0.44261606755026,1969.91,-44.383706,-1969.91,0.0,44.384,-19.645,0.44261606755026,-22143.95,0.0,0.0,0.0,,0.0,0.44261606755026,-5470.0199999999995,13.63,469.72,0.0,34.462,6.033
2021-10-22 00:00:00,0.38064296623401,-38306.0,0.0,0.0,0.0,,0.0,0.38064296623401,-32553.94,0.0,0.0,0.0,,0.0,0.38064296623401,-0.27,0.0023,0.27,0.0,117.391,0.001,0.38064296623401,-34828.05,2300.0,73795.0,0.0,32.085,875.479,0.38064296623401,-131513.64,16014.7,799032.87,0.0,49.894,6095.883,0.38064296623401,1969.91,-44.383706,-1969.91,0.0,44.384,-16.894,0.38064296623401,-22143.95,0.0,0.0,0.0,,0.0,0.38064296623401,-5470.0199999999995,13.63,469.72,0.0,34.462,5.188
2021-10-23 00:00:00,0.36298335812274,-38306.0,0.0,0.0,0.0,,0.0,0.36298335812274,-32553.94,0.0,0.0,0.0,,0.0,0.36298335812274,-0.27,0.0023,0.27,0.0,117.391,0.001,0.36298335812274,-34828.05,2300.0,73795.0,0.0,32.085,834.862,0.36298335812274,-131513.64,16014.7,799032.87,0.0,49.894,5813.07,0.36298335812274,1969.91,-44.383706,-1969.91,0.0,44.384,-16.111,0.36298335812274,-22143.95,0.0,0.0,0.0,,0.0,0.36298335812274,-5470.0199999999995,13.63,469.72,0.0,34.462,4.947
2021-10-24 00:00:00,0.3568038672144,-38306.0,0.0,0.0,0.0,,0.0,0.3568038672144,-32553.94,0.0,0.0,0.0,,0.0,0.3568038672144,-0.27,0.0023,0.27,0.0,117.391,0.001,0.3568038672144,-34828.05,2300.0,73795.0,0.0,32.085,820.649,0.3568038672144,-131513.64,16014.7,799032.87,0.0,49.894,5714.107,0.3568038672144,1969.91,-44.383706,-1969.91,0.0,44.384,-15.836,0.3568038672144,-22143.95,0.0,0.0,0.0,,0.0,0.3568038672144,-5470.0199999999995,13.63,469.72,0.0,34.462,4.863
2021-10-25 00:00:00,0.34551518298754,-38306.0,0.0,0.0,0.0,,0.0,0.34551518298754,-32553.94,0.0,0.0,0.0,,0.0,0.34551518298754,-0.27,0.0023,0.27,0.0,117.391,0.001,0.34551518298754,-34828.05,2300.0,73795.0,0.0,32.085,794.685,0.34551518298754,-131513.64,16014.7,799032.87,0.0,49.894,5533.322,0.34551518298754,1969.91,-44.383706,-1969.91,0.0,44.384,-15.335,0.34551518298754,-22143.95,0.0,0.0,0.0,,0.0,0.34551518298754,-5470.0199999999995,13.63,469.72,0.0,34.462,4.709
